Employee ID,Employee Name,Department/Team,Designation/Role,Current Employment Status,Total Work Duration (years),Leave Date,Leave Type,Leave Approval Status,Leave Frequency,Weekend Leaves (Sat/Sun Included?),Tasks Assigned,Tasks Completed on Time,Missed Deadlines,Employee Performance Score,Team Size,Active Employees in Team,Leaves in Team for Same Period,Skill Rating,Past Performance Reviews,Project Involvement,Total Leave Days (per month/year),Leave Impact on Work,Performance Rating,Skill_Performance,Leave Month,Leave Approval Rate,Leave Impact Score,Team Workload Ratio
707496,Briana Mclaughlin,1,5,0,12.5,2024-01-24,3,1,3,1,50,21.0,29.0,86.3,35,30,11.0,10.0,1.6,2,29,2,1.3,16.0,9,25.0,27.0,0.8571428571428571
522703,Keith Martinez,4,6,0,5.6,2024-06-29,3,2,3,0,85,0.0,85.0,95.7,8,8,6.0,1.4,1.1,0,7,0,4.2,1.54,7,50.0,258.0,1.0
193400,Shannon Hardin,3,6,0,9.3,2024-10-10,2,2,4,1,18,13.0,5.0,71.9,40,5,27.0,6.3,1.4,2,20,2,1.8,8.819999999999999,10,40.0,-28.0,0.125
795060,Mr. Donald Madden III,2,6,1,1.5,2024-03-10,3,0,0,1,44,26.0,18.0,90.5,40,4,23.0,6.1,2.0,0,9,2,2.4,12.2,3,0.0,-0.0,0.1
710137,Erica Tucker,3,0,0,8.7,2024-06-17,3,1,1,0,33,1.0,32.0,76.5,37,29,21.0,4.0,3.3,1,21,2,4.4,13.2,5,50.0,32.0,0.7837837837837838
428049,April Washington,0,3,1,3.2,2024-09-29,4,2,7,0,100,1.0,93.22561810863837,73.6,31,12,3.0,1.0,1.1,2,15,1,2.9,1.1,9,25.0,637.1883196331303,0.3870967741935484
595252,Ralph Hawkins,4,7,0,13.2,2024-06-08,1,1,2,1,18,4.0,14.0,52.3,39,22,38.0,4.5,4.2,1,7,1,1.7,18.900000000000002,12,33.33333333333333,22.0,0.5641025641025641
511177,Stephanie Murillo,6,5,0,8.8,2024-12-16,4,0,4,1,92,59.0,33.0,92.6,45,24,33.0,8.3,1.1,2,29,2,4.7,9.13,4,0.0,-100.0,0.5333333333333333
884793,Brian Mccarthy,4,2,0,7.0,2024-03-04,1,2,5,1,80,48.0,32.0,98.1,43,26,25.0,7.3,3.1,2,1,0,4.4,22.63,2,33.33333333333333,-75.0,0.6046511627906976
625936,Jennifer Hobbs,4,1,1,2.3,2024-03-01,3,1,9,1,50,10.0,40.0,56.1,20,12,7.0,1.9,4.9,0,8,0,3.0,9.31,9,10.0,279.0,0.6
985609,Emily Ross,1,2,0,9.0,2024-06-05,0,0,4,1,54,43.0,11.0,53.1,11,1,6.0,8.1,1.8,1,21,1,3.3,14.58,2,0.0,-124.0,0.09090909090909091
603453,Tonya Arnold,2,4,1,2.6,2024-04-09,3,1,8,1,82,81.0,1.0,69.7,13,6,7.0,4.5,1.1,2,25,1,3.5,4.95,5,11.11111111111111,-627.7241811671965,0.46153846153846156
199776,Howard Powers,4,3,0,14.5,2024-08-18,1,1,9,0,12,11.0,1.0,77.6,35,10,10.0,3.1,1.5,2,21,1,2.5,4.65,8,10.0,-81.0,0.2857142857142857
983105,Jennifer Edwards,3,3,0,5.2,2024-05-13,2,0,0,0,81,36.0,45.0,92.5,13,6,4.0,9.8,2.5,2,23,2,1.9,24.5,12,0.0,0.0,0.46153846153846156
42559,Ashley Jones,5,5,0,12.7,2024-10-06,1,1,9,1,59,2.0,57.0,56.9,10,1,1.0,2.5,3.3,1,4,1,2.7,8.25,6,10.0,504.0,0.1
723384,Adam Walters,3,7,0,13.0,2024-04-18,0,2,9,1,37,24.0,13.0,75.0,35,22,17.0,4.3,3.6,0,14,0,1.3,15.48,2,20.0,-90.0,0.6285714285714286
859083,Victor Coleman,6,4,1,7.0,2024-08-22,1,1,6,0,89,14.0,75.0,84.8,26,4,17.0,3.4,2.8,0,6,2,2.8,9.52,7,14.285714285714285,372.0,0.15384615384615385
168711,Amanda Arnold,5,1,0,10.0,2024-03-04,0,0,2,1,20,2.0,18.0,62.9,30,26,16.0,10.0,4.5,0,10,2,2.2,45.0,2,0.0,34.0,0.8666666666666667
319232,Ryan Morse,5,6,0,12.1,2024-04-26,3,1,10,0,83,68.0,15.0,52.4,35,32,0.0,5.2,3.1,1,12,0,5.0,16.12,1,9.090909090909092,-520.0,0.9142857142857143
655786,Tammy Perry,1,3,1,7.3,2024-06-12,2,2,8,0,99,17.0,82.0,82.2,44,28,42.0,1.0,3.8,2,28,1,1.4,3.8,1,22.22222222222222,528.0,0.6363636363636364
976817,Jennifer Moore,6,0,0,6.1,2024-10-26,3,0,10,0,72,48.0,24.0,74.7,23,12,15.0,1.7,3.5,1,8,0,3.8,5.95,1,0.0,-230.0,0.5217391304347826
665610,Jessica Frey,0,4,0,4.1,2024-01-21,3,1,7,1,70,40.0,30.0,54.2,25,12,3.0,9.8,2.3,2,2,2,3.5,22.54,12,12.5,-63.0,0.48
295282,Nathan Douglas,1,1,0,15.0,2024-04-23,0,2,4,0,10,9.0,1.0,83.6,40,26,39.0,7.4,4.3,1,19,0,3.0,31.82,2,40.0,-28.0,0.65
18918,Robert Allen,1,4,0,13.8,2024-06-07,3,2,7,0,84,50.0,34.0,62.9,11,1,2.0,9.9,4.8,1,8,1,1.0,47.52,5,25.0,-105.0,0.09090909090909091
614014,Robert Burke,3,4,0,9.9,2024-04-12,1,0,4,1,89,9.0,80.0,93.3,44,36,44.0,8.9,4.5,1,7,1,2.8,40.050000000000004,3,0.0,288.0,0.8181818181818182
333283,John Collins,2,5,2,2.5,2024-11-25,3,1,9,1,69,31.0,38.0,66.6,6,2,3.0,6.2,2.7,1,28,2,2.3,16.740000000000002,12,10.0,72.0,0.3333333333333333
998826,Charlotte Carroll,3,6,0,7.4,2024-07-24,4,2,5,1,70,32.0,38.0,54.0,17,15,14.0,8.3,1.2,1,11,1,1.3,9.96,9,33.33333333333333,35.0,0.8823529411764706
479546,Lacey Snow,5,0,2,5.5,2024-10-01,1,0,5,1,66,19.0,47.0,68.4,48,24,40.0,8.2,1.2,1,5,2,3.1,9.839999999999998,1,0.0,145.0,0.5
800080,Ronald Mcdonald,2,4,0,6.7,2024-05-22,4,2,3,0,80,68.0,12.0,78.6,41,26,36.0,6.4,3.3,1,24,1,4.3,21.12,6,50.0,-165.0,0.6341463414634146
824424,Jason Adams,3,6,0,14.6,2024-03-23,3,1,0,1,27,9.0,18.0,91.0,45,36,29.0,5.5,1.9,1,8,0,4.1,10.45,7,100.0,0.0,0.8
45954,Todd Cain,3,5,0,9.0,2024-08-01,1,2,6,1,44,22.0,22.0,95.5,20,10,19.0,7.1,2.1,0,26,1,3.2,14.91,2,28.57142857142857,6.0,0.5
528915,Edward Reynolds,1,1,0,13.8,2024-10-09,4,2,4,0,29,4.0,25.0,83.4,35,5,30.0,2.1,2.2,1,8,1,2.2,4.620000000000001,5,40.0,88.0,0.14285714285714285
381816,William Rivera,6,5,0,13.7,2024-06-21,1,2,2,1,37,7.0,30.0,93.4,5,2,2.0,8.9,3.6,0,14,0,1.2,32.04,6,66.66666666666666,48.0,0.4
309877,Stephanie Bond,4,0,0,5.9,2024-04-25,1,1,8,1,31,8.0,23.0,50.2,36,4,27.0,1.4,1.9,2,23,2,4.2,2.6599999999999997,3,11.11111111111111,128.0,0.1111111111111111
992762,Christopher Olson,3,1,0,11.0,2024-03-22,2,1,0,0,72,44.0,28.0,58.6,6,1,6.0,7.0,2.2,2,15,0,2.6,15.400000000000002,2,100.0,-0.0,0.16666666666666666
883828,Matthew Taylor,2,1,0,5.0,2024-01-05,2,2,1,1,47,17.0,30.0,63.7,38,14,6.0,2.5,1.1,2,29,1,1.4,2.75,2,100.0,14.0,0.3684210526315789
938118,Nicole Jacobs,1,2,0,3.8,2024-02-12,0,2,7,0,68,46.0,22.0,52.1,31,8,10.0,4.4,1.3,1,18,2,3.4,5.720000000000001,5,25.0,-161.0,0.25806451612903225
107631,Brian Underwood,0,3,0,10.5,2024-04-27,2,0,8,1,100,27.0,73.0,77.2,6,1,4.0,3.1,1.2,0,18,2,2.9,3.7199999999999998,8,0.0,376.0,0.16666666666666666
934674,Stephen Terry,5,7,0,2.7,2024-12-24,3,2,5,1,18,1.0,17.0,78.9,19,9,1.0,1.3,3.0,2,22,0,2.1,3.9000000000000004,6,33.33333333333333,85.0,0.47368421052631576
560756,Jay Alvarez,0,2,0,6.2,2024-05-04,2,2,4,0,84,77.0,7.0,73.1,12,6,2.0,5.9,4.7,2,17,2,2.4,27.730000000000004,11,40.0,-276.0,0.5
519999,Austin Pittman,5,2,0,6.7,2024-09-12,1,0,10,0,81,16.0,65.0,87.7,30,19,28.0,1.7,3.4,0,15,2,2.1,5.779999999999999,5,0.0,500.0,0.6333333333333333
993249,William Hamilton,1,0,0,3.4,2024-01-24,4,2,4,1,91,30.0,61.0,64.7,7,1,2.0,8.5,1.1,1,25,0,2.1,9.350000000000001,9,40.0,128.0,0.14285714285714285
466986,Jason Carlson,5,6,1,5.5,2024-04-08,4,1,4,1,39,32.0,7.0,85.3,11,3,3.0,3.2,1.8,2,15,1,3.8,5.760000000000001,5,20.0,-96.0,0.2727272727272727
474300,Joseph Walker,0,5,1,2.4,2024-06-12,1,0,9,0,11,5.0,6.0,70.2,31,8,17.0,1.8,3.1,1,3,0,1.3,5.58,8,0.0,18.0,0.25806451612903225
329822,James Cook,3,5,0,9.2,2024-08-28,2,2,4,0,43,31.0,12.0,60.3,16,7,4.0,1.2,2.4,0,13,1,4.5,2.88,12,40.0,-72.0,0.4375
376110,Keith Smith Jr.,6,2,0,4.2,2024-11-17,0,1,6,1,82,59.0,23.0,75.7,20,9,15.0,8.0,4.4,1,13,0,4.1,35.2,11,14.285714285714285,-210.0,0.45
875489,Vanessa Sullivan,4,6,0,13.9,2024-08-09,4,2,0,0,59,54.0,5.0,61.6,40,17,16.0,8.6,2.6,2,7,1,2.9,22.36,3,200.0,-0.0,0.425
552676,Julie Williamson,3,6,0,6.9,2024-04-23,0,2,2,0,98,4.0,93.22561810863837,78.2,19,5,9.0,9.2,1.5,2,15,1,3.5,13.799999999999999,3,66.66666666666666,180.63048244538192,0.2631578947368421
298402,Cynthia Cook,5,5,0,10.6,2024-10-06,0,2,3,0,41,19.0,22.0,68.1,23,11,15.0,9.3,1.4,2,11,2,3.4,13.02,7,50.0,12.0,0.4782608695652174
610760,Elizabeth Medina,2,5,0,2.4,2024-06-08,0,0,9,0,17,8.0,9.0,58.7,45,39,34.0,7.0,4.0,2,1,0,1.8,28.0,10,0.0,18.0,0.8666666666666667
201417,Patricia Medina,6,3,0,6.2,2024-07-03,3,2,3,0,74,72.0,2.0,89.7,50,27,10.0,6.5,2.2,2,26,1,1.9,14.3,12,50.0,-207.0,0.54
657911,Sarah Neal PhD,1,0,0,4.7,2024-10-20,1,2,0,0,41,18.0,23.0,96.0,14,9,11.0,7.0,2.1,2,5,0,1.3,14.700000000000001,6,200.0,0.0,0.6428571428571429
39359,Danny Vaughn,2,6,1,1.8,2024-11-09,1,0,4,0,14,5.0,9.0,58.6,42,12,26.0,7.4,2.2,1,24,0,1.1,16.28,10,0.0,20.0,0.2857142857142857
111078,Albert Perez,6,0,0,4.2,2024-03-29,1,1,10,1,74,26.0,48.0,63.5,44,12,35.0,6.1,4.3,1,29,0,2.2,26.229999999999997,12,9.090909090909092,230.0,0.2727272727272727
247591,Anthony Lambert,2,3,0,8.6,2024-09-07,1,1,6,1,33,21.0,12.0,55.8,46,7,32.0,5.6,4.7,2,30,1,1.4,26.32,6,14.285714285714285,-48.0,0.15217391304347827
211791,Timothy Jefferson,1,3,0,2.2,2024-06-01,1,0,6,0,75,55.0,20.0,70.5,28,4,3.0,1.5,3.0,1,16,0,4.6,4.5,12,0.0,-204.0,0.14285714285714285
645190,Gabriela Ellis,4,1,0,2.8,2024-09-29,2,1,10,1,46,19.0,27.0,59.9,28,14,22.0,4.0,3.4,1,22,2,1.7,13.6,5,9.090909090909092,90.0,0.5
649252,William Webb,2,3,1,2.6,2024-07-16,3,1,0,0,47,22.0,25.0,59.0,26,17,13.0,1.8,3.3,1,10,0,1.1,5.9399999999999995,2,100.0,0.0,0.6538461538461539
775880,Michael Smith,4,4,0,7.3,2024-11-25,0,1,8,1,78,6.0,72.0,62.6,22,13,1.0,5.9,4.1,1,15,2,1.3,24.189999999999998,10,11.11111111111111,536.0,0.5909090909090909
34327,Reginald Estes,4,2,0,9.1,2024-05-19,3,1,0,0,33,19.0,14.0,94.8,42,15,40.0,9.0,4.6,0,18,0,1.3,41.4,1,100.0,-0.0,0.35714285714285715
995061,Joseph Carrillo,5,0,0,11.4,2024-05-06,1,1,5,1,53,15.0,38.0,97.6,25,8,17.0,2.5,1.2,1,14,2,3.6,3.0,10,16.666666666666664,120.0,0.32
823872,Mark Richardson,1,3,0,5.3,2024-10-15,4,2,8,0,86,76.0,10.0,91.6,25,2,3.0,5.4,1.9,0,8,1,4.8,10.26,10,22.22222222222222,-520.0,0.08
676455,Pamela Fritz,6,6,0,9.9,2024-12-09,1,2,9,0,80,80.0,0.0,57.3,32,32,17.0,8.3,4.7,0,1,2,1.2,39.010000000000005,3,20.0,-627.7241811671965,1.0
135298,Leonard Rivera,4,2,0,8.3,2024-02-16,4,2,7,1,47,25.0,22.0,80.0,27,25,9.0,2.1,1.7,0,22,1,2.5,3.57,11,25.0,-14.0,0.9259259259259259
760060,Tracy Tucker,6,4,1,7.6,2024-06-29,0,0,9,0,30,0.0,30.0,79.0,31,21,21.0,6.6,4.0,2,29,1,4.0,26.4,7,0.0,279.0,0.6774193548387096
850292,Nicole Patterson,3,0,1,8.3,2024-05-23,4,2,10,0,64,6.0,58.0,61.4,31,21,16.0,8.0,2.2,1,1,1,4.2,17.6,10,18.181818181818183,530.0,0.6774193548387096
701413,Justin Brown,6,4,0,10.1,2024-06-12,4,1,1,0,56,21.0,35.0,52.8,31,4,22.0,6.3,1.6,2,9,2,1.8,10.08,1,50.0,15.0,0.12903225806451613
835539,Claudia Nguyen,1,6,0,3.6,2024-09-05,2,2,0,1,27,2.0,25.0,67.5,37,16,30.0,5.7,3.6,1,22,2,4.5,20.52,7,200.0,0.0,0.43243243243243246
513810,Wendy Williams,1,1,0,9.1,2024-04-27,0,1,1,1,85,30.0,55.0,56.7,43,2,43.0,9.2,2.5,2,17,2,3.7,23.0,1,50.0,26.0,0.046511627906976744
589829,Mark Walker,1,0,0,14.6,2024-05-10,0,1,4,1,44,1.0,43.0,60.9,38,12,8.0,3.0,4.2,1,11,0,1.4,12.600000000000001,6,20.0,172.0,0.3157894736842105
604476,Angelica Price,4,1,0,10.2,2024-07-29,4,0,0,1,14,6.0,8.0,57.2,24,10,8.0,4.2,1.3,2,13,2,1.9,5.460000000000001,12,0.0,0.0,0.4166666666666667
215838,Michelle Kemp,1,5,1,3.8,2024-03-05,4,1,8,0,77,73.0,4.0,83.0,33,25,15.0,7.7,3.8,1,27,1,1.1,29.259999999999998,4,11.11111111111111,-544.0,0.7575757575757576
110175,Jason Watkins,6,3,0,14.2,2024-02-10,2,2,7,1,62,28.0,34.0,78.5,18,5,13.0,8.7,1.2,0,27,0,4.0,10.44,11,25.0,49.0,0.2777777777777778
675300,Richard Becker,1,4,0,4.8,2024-07-08,1,2,5,1,61,32.0,29.0,52.4,50,32,39.0,4.4,1.5,0,22,1,2.0,6.6000000000000005,5,33.33333333333333,-10.0,0.64
381692,Matthew Tran,0,5,0,13.2,2024-05-12,0,2,9,0,62,2.0,60.0,82.4,43,38,43.0,1.4,1.5,1,30,0,4.7,2.0999999999999996,12,20.0,531.0,0.8837209302325582
306688,Samuel Brown,6,2,0,7.6,2024-09-27,3,0,8,0,63,46.0,17.0,96.8,48,8,23.0,9.3,1.2,2,4,2,4.4,11.16,7,0.0,-224.0,0.16666666666666666
552694,Candace Dixon,3,7,0,15.0,2024-03-28,3,1,10,0,62,21.0,41.0,77.6,50,24,7.0,1.5,2.6,0,22,2,2.0,3.9000000000000004,3,9.090909090909092,210.0,0.48
731066,Audrey Rogers,1,1,0,7.5,2024-10-10,1,1,3,0,61,41.0,20.0,71.2,9,4,5.0,3.3,4.8,1,15,0,1.7,15.839999999999998,8,25.0,-60.0,0.4444444444444444
135456,Samantha Clark,3,5,0,3.1,2024-07-02,0,2,5,0,74,33.0,41.0,80.0,23,19,20.0,3.6,2.2,0,8,1,3.1,7.920000000000001,1,33.33333333333333,45.0,0.8260869565217391
159610,Jonathan Hall,4,4,0,4.5,2024-10-28,0,0,0,0,73,14.0,59.0,76.5,16,16,3.0,2.1,3.1,2,19,2,2.6,6.510000000000001,8,0.0,0.0,1.0
632428,Eric Lindsey,1,6,0,11.3,2024-08-15,4,2,7,1,53,40.0,13.0,84.3,16,16,8.0,7.8,1.6,2,6,2,2.1,12.48,11,25.0,-182.0,1.0
493751,Randy Pope,1,2,0,11.8,2024-08-27,2,0,5,1,37,4.0,33.0,50.1,49,6,16.0,9.2,1.0,1,0,0,2.3,9.2,4,0.0,150.0,0.12244897959183673
922663,Mary Taylor,4,7,0,5.6,2024-02-23,2,1,1,0,87,27.0,60.0,72.6,20,8,20.0,8.8,1.4,2,5,0,4.7,12.32,6,50.0,34.0,0.4
892428,Samantha Wright,2,1,0,2.9,2024-09-14,0,0,4,1,69,39.0,30.0,79.7,7,1,1.0,8.3,2.9,1,10,0,2.4,24.07,3,0.0,-32.0,0.14285714285714285
239104,Cody Ballard,0,0,0,3.4,2024-03-17,1,1,10,0,57,24.0,33.0,77.9,39,17,4.0,6.8,3.1,1,4,0,4.0,21.08,9,9.090909090909092,100.0,0.4358974358974359
15998,Stephanie Wilson,6,4,0,3.2,2024-08-19,1,2,1,0,90,62.0,28.0,97.5,15,4,6.0,5.2,4.8,2,26,1,4.4,24.96,12,100.0,-33.0,0.26666666666666666
459996,David Young,3,2,0,12.8,2024-02-16,1,1,6,1,70,50.0,20.0,56.9,19,12,17.0,9.5,2.4,0,4,2,2.5,22.8,5,14.285714285714285,-174.0,0.631578947368421
845342,Mark Arnold,5,6,0,10.9,2024-04-03,4,0,3,0,10,0.0,10.0,91.6,23,11,16.0,3.0,3.4,0,16,1,4.0,10.2,3,0.0,33.0,0.4782608695652174
715609,Heather Chavez,4,6,0,6.2,2024-06-06,3,2,2,1,77,3.0,74.0,93.6,39,18,8.0,8.1,4.1,0,4,1,3.7,33.209999999999994,11,66.66666666666666,144.0,0.46153846153846156
899960,Jessica Ramos,6,1,0,14.8,2024-02-23,0,2,10,1,99,50.0,49.0,53.6,13,11,7.0,5.6,4.9,0,22,0,1.6,27.44,5,18.181818181818183,0.0,0.8461538461538461
480979,Erica King,0,5,0,8.2,2024-12-18,1,1,4,0,25,17.0,8.0,72.4,20,4,6.0,1.8,1.4,2,25,2,1.4,2.52,12,20.0,-32.0,0.2
701248,Maria Fritz,6,3,0,11.9,2024-08-20,1,2,7,1,68,33.0,35.0,60.7,27,21,26.0,7.2,4.0,2,17,0,1.9,28.8,3,25.0,21.0,0.7777777777777778
288024,Nichole Rocha,5,0,0,11.1,2024-12-15,0,2,2,0,16,9.0,7.0,94.3,49,47,34.0,2.8,3.8,2,23,1,2.6,10.639999999999999,1,66.66666666666666,-2.0,0.9591836734693877
880297,Tracey Rivera,5,7,0,13.4,2024-09-18,0,1,6,1,46,28.0,18.0,62.6,42,11,12.0,6.1,3.2,1,0,1,1.1,19.52,9,14.285714285714285,-54.0,0.2619047619047619
449724,Michael Guerrero,4,5,0,5.4,2024-04-13,4,1,10,1,40,4.0,36.0,82.8,47,40,30.0,4.6,3.2,0,18,0,2.0,14.719999999999999,10,9.090909090909092,330.0,0.851063829787234
569570,Lindsay Jimenez,0,2,1,5.9,2024-08-18,1,1,5,1,80,27.0,53.0,76.0,9,7,8.0,6.8,1.1,0,24,0,3.9,7.48,11,16.666666666666664,135.0,0.7777777777777778
922229,Sarah Martin,0,3,0,7.6,2024-02-17,2,0,4,1,35,26.0,9.0,53.5,16,4,12.0,8.9,2.5,2,3,0,2.8,22.25,7,0.0,-64.0,0.25
376966,Veronica Green,4,5,0,11.6,2024-01-23,0,2,2,0,29,29.0,0.0,95.6,36,32,13.0,2.7,2.0,2,10,1,2.4,5.4,7,66.66666666666666,-56.0,0.8888888888888888
116644,Diane Murray,4,2,1,7.7,2024-07-03,1,0,3,1,38,33.0,5.0,53.8,48,33,41.0,7.8,2.6,1,23,0,3.5,20.28,10,0.0,-81.0,0.6875
892832,Kristin Smith,3,4,0,15.1,2024-08-04,4,0,2,1,80,10.0,70.0,59.1,41,21,8.0,6.1,3.4,1,1,0,1.4,20.74,1,0.0,122.0,0.5121951219512195
608258,Martha White,5,2,0,10.9,2024-12-25,3,1,4,1,27,18.0,9.0,77.8,17,6,4.0,9.6,1.4,2,5,0,2.0,13.44,3,20.0,-32.0,0.35294117647058826
578242,Kathy Ryan,5,3,0,14.7,2024-07-16,1,2,0,0,43,10.0,33.0,74.9,45,7,11.0,2.7,2.7,2,20,1,2.9,7.290000000000001,5,200.0,0.0,0.15555555555555556
251454,Amanda Smith,5,7,0,9.5,2024-02-15,4,2,4,1,47,33.0,14.0,58.9,21,20,21.0,5.0,2.9,1,10,0,2.7,14.5,8,40.0,-72.0,0.9523809523809523
957790,Dr. Daniel Castillo,4,7,1,4.1,2024-10-20,1,0,5,0,83,49.0,34.0,92.0,41,22,4.0,8.4,3.7,0,28,1,2.3,31.080000000000002,9,0.0,-70.0,0.5365853658536586
287856,Kathryn Pratt,2,5,0,5.8,2024-03-26,3,2,6,1,51,39.0,12.0,92.3,41,22,16.0,8.3,2.7,2,11,2,1.9,22.410000000000004,5,28.57142857142857,-156.0,0.5365853658536586
781777,Steven Harding,2,5,0,4.6,2024-01-23,3,1,6,0,96,20.0,76.0,61.4,36,15,30.0,4.2,1.9,0,17,2,4.2,7.9799999999999995,7,14.285714285714285,342.0,0.4166666666666667
334592,Gregory Dudley,6,4,1,9.6,2024-11-08,1,1,3,0,36,34.0,2.0,68.5,8,8,3.0,3.8,4.9,2,2,2,1.7,18.62,3,25.0,-93.0,1.0
962814,Crystal Baker,5,3,0,11.9,2024-12-11,3,1,6,1,51,7.0,44.0,66.2,40,17,25.0,9.9,3.9,2,0,0,4.4,38.61,4,14.285714285714285,228.0,0.425
979434,Melissa Lewis,3,1,0,15.1,2024-01-25,4,2,10,1,50,35.0,15.0,74.4,45,34,42.0,4.5,3.9,1,30,2,3.3,17.55,1,18.181818181818183,-190.0,0.7555555555555555
632647,Samantha Hays,0,3,0,13.7,2024-09-29,3,0,6,0,76,74.0,2.0,51.0,20,14,2.0,9.3,3.8,0,13,1,4.4,35.34,6,0.0,-426.0,0.7
273609,Briana Avila,2,5,0,7.6,2024-06-15,2,2,9,1,83,11.0,72.0,62.0,11,11,9.0,9.1,2.0,1,25,0,1.3,18.2,7,20.0,558.0,1.0
696743,John Harris,3,6,0,12.6,2024-06-20,0,2,4,1,49,6.0,43.0,74.5,26,22,18.0,4.3,2.2,2,8,0,3.3,9.46,7,40.0,152.0,0.8461538461538461
223265,Elizabeth Orozco,2,7,0,5.5,2024-04-19,0,1,7,1,69,4.0,65.0,56.6,45,19,3.0,1.6,4.5,2,7,0,2.6,7.2,9,12.5,434.0,0.4222222222222222
899874,Austin Lane,5,0,0,4.1,2024-12-03,0,0,8,0,58,45.0,13.0,88.4,26,20,8.0,4.4,4.5,1,5,0,4.3,19.8,1,0.0,-248.0,0.7692307692307693
163292,Angelica Johnson,0,4,1,1.0,2024-06-15,4,2,8,0,23,5.0,18.0,88.9,39,4,8.0,1.1,3.0,2,4,2,2.7,3.3000000000000003,5,22.22222222222222,112.0,0.10256410256410256
463527,Amanda Lowe,1,5,0,3.2,2024-08-04,1,1,5,0,76,64.0,12.0,54.0,18,14,14.0,6.5,4.0,1,24,0,1.3,26.0,12,16.666666666666664,-255.0,0.7777777777777778
821551,Julie Lawrence,4,2,0,6.0,2024-05-24,4,1,3,1,70,3.0,67.0,57.3,50,31,26.0,6.9,3.4,2,22,2,4.6,23.46,2,25.0,195.0,0.62
890500,Erin Blair,1,5,1,3.8,2024-10-03,2,1,3,1,75,30.0,45.0,82.4,42,36,23.0,4.5,3.9,1,27,1,2.5,17.55,7,25.0,48.0,0.8571428571428571
961601,Mary Jimenez,4,3,1,3.9,2024-01-10,4,0,2,0,90,3.0,87.0,86.8,7,6,3.0,5.2,4.9,1,19,1,2.4,25.480000000000004,5,0.0,170.0,0.8571428571428571
289324,Brooke Austin,3,0,1,1.0,2024-01-12,1,2,7,1,93,30.0,63.0,51.5,16,9,13.0,9.5,2.6,1,12,1,1.8,24.7,1,25.0,238.0,0.5625
715477,Deborah Holden,4,1,0,2.3,2024-06-01,4,2,3,0,20,16.0,4.0,57.6,32,19,16.0,6.3,2.1,1,13,0,3.0,13.23,10,50.0,-33.0,0.59375
485764,Matthew Moore,4,2,0,13.4,2024-03-18,4,1,10,1,26,5.0,21.0,87.8,31,18,24.0,6.3,2.6,2,27,0,1.4,16.38,9,9.090909090909092,170.0,0.5806451612903226
400360,Christopher Thomas,3,4,0,12.7,2024-06-07,0,1,10,1,84,84.0,0.0,80.1,39,12,4.0,7.5,1.8,1,29,1,4.7,13.5,6,9.090909090909092,-627.7241811671965,0.3076923076923077
526019,Joseph Vargas,3,6,0,2.2,2024-09-29,2,1,7,0,88,13.0,75.0,50.0,49,38,25.0,8.3,4.9,1,3,0,4.1,40.67000000000001,12,12.5,441.0,0.7755102040816326
609284,Anna Thomas,5,7,0,8.5,2024-05-05,0,2,3,1,72,35.0,37.0,55.8,14,2,2.0,5.7,4.3,0,19,0,3.6,24.509999999999998,8,50.0,9.0,0.14285714285714285
530057,Wayne Price,5,1,1,3.7,2024-11-22,3,1,0,0,27,27.0,0.0,73.2,19,16,6.0,6.1,2.5,2,10,1,2.9,15.25,5,100.0,-0.0,0.8421052631578947
385540,Jordan Washington,6,6,0,3.4,2024-08-22,2,1,2,0,28,5.0,23.0,91.0,23,14,15.0,5.2,3.6,1,18,1,2.0,18.720000000000002,9,33.33333333333333,38.0,0.6086956521739131
321180,Cameron Wheeler,2,3,0,7.1,2024-11-20,1,1,2,0,34,10.0,24.0,50.6,28,20,21.0,8.6,3.4,1,18,0,4.0,29.24,1,33.33333333333333,30.0,0.7142857142857143
602579,Douglas Hines,3,3,0,12.3,2024-05-03,2,0,0,1,57,27.0,30.0,67.8,43,5,22.0,8.3,2.8,2,14,0,4.0,23.240000000000002,10,0.0,0.0,0.11627906976744186
580410,Daniel Oliver,0,3,0,12.6,2024-04-21,1,2,3,1,36,34.0,2.0,70.9,25,12,14.0,3.9,4.9,0,21,1,1.0,19.11,7,50.0,-93.0,0.48
142546,Jeffrey Gamble,6,5,0,14.4,2024-11-29,0,0,1,0,78,33.0,45.0,60.7,15,2,7.0,7.5,2.2,2,1,2,2.3,16.5,9,0.0,13.0,0.13333333333333333
272595,Matthew Ward,6,1,1,2.1,2024-12-08,4,2,3,0,99,79.0,20.0,65.2,7,6,2.0,3.2,2.2,2,16,0,2.2,7.040000000000001,7,50.0,-174.0,0.8571428571428571
477752,Mario Walker,4,3,0,4.8,2024-03-07,1,0,10,1,82,67.0,15.0,62.5,42,28,39.0,7.7,4.2,2,21,0,1.1,32.34,5,0.0,-510.0,0.6666666666666666
411733,Lisa Diaz,3,3,0,13.6,2024-11-12,2,2,4,0,26,17.0,9.0,88.2,15,10,8.0,5.4,2.7,2,25,1,3.9,14.580000000000002,7,40.0,-28.0,0.6666666666666666
62724,Louis Williamson,4,0,0,10.8,2024-01-24,1,0,10,1,75,7.0,68.0,58.4,5,2,0.0,4.9,3.4,1,19,1,1.5,16.66,5,0.0,620.0,0.4
